caseid,weight,treatment,q16,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q21_9,q21_10,q1s,q6s,q3s,q4a,q4b,q5,q7,q135,q136,q137,q123,q124,q125,q129s,q130s,q131s,q132s,q141s,birthyr,gender,race,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,casualties,casualties_dummy,casualties_9,casualties_50,casualties_250,democracy,nuclear,ally,q135a,mc_1,mc_1_broad,mc_2,mc_3,mc_all,mc_all_broad,casualties_dummy_perceived,casualties_perceived,casualties_9_perceived,casualties_50_perceived,casualties_250_perceived,nuclear_perceived,ally_perceived,commitments,honorable,interests,prevent,age,female,republican,democrat,nationalism,nationalism_dummy,hawkishness,hawkishness_dummy,isolationism,isolationism_dummy,stronger_nonmilitary,stronger_military,stronger_military2,moderate_nonmilitary,moderate_military,weak_nonmilitary,weak_military,x_noforce,x_force,t_mean_noforce,t_upper_noforce,t_lower_noforce,t_mean_force,t_upper_force,t_lower_force,pvalue_force,pvalue_noforce,x_9,x_50,x_250,t_mean_9,t_upper_9,t_lower_9,t_mean_50,t_upper_50,t_lower_50,t_mean_250,t_upper_250,t_lower_250,pvalue_0_9,pvalue_9_50,pvalue_50_250,_est_m1,_est_m1a,_est_m3,_est_m3a,_est_m4,_est_m4a,_est_m2a,_est_m2
1465479839,1.31580011386542,Group 25,10001,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,selected,not selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Not at all superior,A few,Strongly disagree,0,0,Yes,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,1958,Female,Hispanic,Post-grad,Divorced,Retired,"$40,000 - $49,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,New York,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,1937924048000,1937924980000,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,6.3000002,1,0,1,1.3333334,0,2,0,0,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465490595,1.09866161240442,Group 17,57108,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Not at all superior,Very many,Neither agree nor disagree,0,Yes,Yes,0,Do nothing,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1972,Male,White,High school graduate,Married,Full-time,"$40,000 - $49,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,South Dakota,Yes,Very conservative,Some of the time,Protestant,Never,Yes,Somewhat important,Once a week,1937924577000,1937925060000,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4.9000001,0,1,0,0,0,2,0,2,0,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465490763,1.1496652812535,Group 8,43230,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful,Somewhat superior,A few,Somewhat disagree,250,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1964,Female,White,4-year,Never married,Full-time,"$60,000 - $69,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Ohio,Yes,Moderate,Most of the time,Agnostic,A few times a year,No,Not too important,Seldom,1937924706000,1937925097000,250,1,0,0,1,0,1,0,250,1,1,1,1,1,1,1,250,0,0,1,1,0,1,1,1,0,5.6999998,1,0,0,2.6666667,1,3.3333333,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465491093,.895371890734016,Group 31,30303,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,A little superior,Some,Somewhat agree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,1996,Male,Black,2-year,Never married,Full-time,"$70,000 - $79,999",No,Independent,Independent,Did not vote for President,Joe Biden,Georgia,Yes,Moderate,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,1937924945000,1937925134000,50,1,0,1,0,1,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,0,1,0,2.5,0,0,0,1.3333334,0,3,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465490549,.927537609437875,Group 27,44137,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful,Somewhat superior,Very many,Neither agree nor disagree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,1967,Female,Black,Some college,Separated,Other,"$60,000 - $69,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Ohio,Yes,Liberal,Most of the time,Nothing in particular,A few times a year,No,Somewhat important,A few times a week,1937924551000,1937925140000,50,1,0,1,0,1,0,1,50,1,1,0,1,0,0,1,50,0,1,0,1,1,1,1,1,1,5.4000001,1,0,1,1.3333334,0,2,0,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465488071,.680788967795643,Group 21,63084,not selected,not selected,selected,selected,not selected,not selected,selected,selected,not selected,selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat agree,Somewhat agree,Can trust other nations,A little superior,Some,Somewhat disagree,0,Yes,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,1961,Male,White,Some college,Married,Full-time,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Missouri,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,1937924303000,1937925155000,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,1,1.3333334,0,2.3333333,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465262385,1.16442810922423,Group 5,32811,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,not selected,selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,Very superior,None,Somewhat disagree,0,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1949,Male,White,High school graduate,Married,Retired,"$50,000 - $59,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Florida,Yes,Conservative,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Seldom,1937924519000,1937925226000,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,7.1999998,0,0,0,4,1,3,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465166137,1.16952122526582,Group 12,66061,not selected,not selected,not selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,Strongly agree,Somewhat disagree,Strongly agree,Can trust other nations,Very superior,A few,Somewhat disagree,250,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1953,Female,White,High school graduate,Married,Retired,"$80,000 - $99,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Kansas,Yes,Very conservative,Most of the time,Protestant,Once a week,No,Somewhat important,Once a day,1937923667000,1937925258000,250,1,0,0,1,0,0,1,250,1,1,1,1,1,1,1,250,0,0,1,0,1,1,1,1,1,6.8000002,1,1,0,3.3333333,1,3.6666667,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465490611,.72231364583395,Group 30,47165,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,A little superior,Some,Neither agree nor disagree,250,0,0,0,Lodge a diplomatic protest,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1960,Female,White,High school graduate,Married,Permanently disabled,"$10,000 - $19,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Indiana,Yes,Very liberal,Most of the time,Protestant,Once a week,Yes,Somewhat important,Once a day,1937924591000,1937925323000,9,1,1,0,0,1,1,1,250,0,1,0,0,0,0,1,250,0,0,1,0,0,0,0,0,0,6.0999999,1,0,1,1.3333334,0,2,0,2,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465369855,.940227268807511,Group 6,32609,not selected,not selected,not selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,not selected,selected,selected,Strongly disagree,Strongly agree,Somewhat agree,Can trust other nations,A little superior,Very many,Somewhat disagree,9,Yes,0,0,Impose economic sanctions on the attacker,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1964,Female,White,4-year,Married,Full-time,"$70,000 - $79,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Florida,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not too important,Several times a day,1937924868000,1937925385000,9,1,1,0,0,0,1,0,9,1,1,1,1,1,1,1,9,1,0,0,1,0,1,0,1,1,5.6999998,1,0,1,.66666669,0,1,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465020629,1.09088586442379,Group 26,15301,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Somewhat superior,Some,Strongly disagree,0,0,Yes,Yes,,Send ground troops to attack Country A's forces,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1957,Female,White,High school graduate,Married,Retired,"$30,000 - $39,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Pennsylvania,Yes,Very conservative,Most of the time,Roman Catholic,A few times a year,Yes,Very important,Several times a day,1937858095000,1937925426000,9,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,6.4000001,1,1,0,2,0,4,1,0,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465223651,1.09088586442379,Group 30,78063,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,A little superior,Some,Somewhat agree,9,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1963,Female,White,High school graduate,Married,Full-time,Prefer not to say,No,Republican,Strong Republican,Donald Trump,Donald Trump,Texas,Yes,Conservative,Most of the time,Nothing in particular,Never,Yes,Somewhat important,A few times a week,1937925237000,1937925505000,9,1,1,0,0,1,1,1,9,1,1,1,0,0,0,1,9,1,0,0,1,0,1,1,1,1,5.8000002,1,1,0,1.3333334,0,4,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465491383,1.253107354867,Group 31,2144,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,selected,selected,selected,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful,Somewhat superior,A few,Neither agree nor disagree,50,Yes,0,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1957,Female,White,No HS,Domestic / civil partnership,Retired,"$10,000 - $19,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Massachusetts,Yes,Moderate,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,1937925097000,1937925578000,50,1,0,1,0,1,1,1,50,1,1,1,0,0,0,1,50,0,1,0,1,0,1,1,1,0,6.4000001,1,0,0,2.6666667,1,2.6666667,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465491517,1.30046627055714,Group 18,45212,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful,Somewhat superior,Some,Somewhat agree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1974,Female,White,Some college,Divorced,Unemployed,"$30,000 - $39,999",Yes,Other,Independent,Did not vote for President,Donald Trump,Ohio,Yes,Liberal,Some of the time,Protestant,A few times a year,No,Somewhat important,Once a day,1937925194000,1937925588000,9,1,1,0,0,1,0,0,50,0,1,0,0,0,0,1,50,0,1,0,1,1,0,0,0,0,4.6999998,1,0,0,2,0,1.6666666,0,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465491695,.451636187528339,Group 23,75002,not selected,not selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Strongly agree,Can trust other nations,Not at all superior,Some,Strongly disagree,50,Yes,0,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1963,Male,White,Some college,Separated,Full-time,"$350,000 - $499,999",Yes,Democrat,Not very strong Democrat,Gary Johnson,Joe Biden,Texas,Yes,Liberal,Most of the time,Agnostic,Never,No,Not at all important,Never,1937925300000,1937925679000,50,1,0,1,0,1,1,0,50,1,1,1,1,1,1,1,50,0,1,0,1,0,1,0,0,1,5.8000002,0,0,1,.66666669,0,2.3333333,1,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465492143,1.5696805493318,Group 10,2882,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Strongly agree,Strongly agree,Can't be too careful,Not at all superior,None,Somewhat agree,50,Yes,Yes,Yes,,Send ground troops to attack Country A's forces,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2001,Male,White,Some college,Never married,Unemployed,"Less than $10,000",No,Republican,Strong Republican,Did not vote for President,Donald Trump,Rhode Island,Yes,Very liberal,Most of the time,Nothing in particular,Don't know,No,Not too important,Don't know,1937925566000,1937925703000,9,1,1,0,0,0,0,1,50,0,1,0,1,0,0,1,50,0,1,0,1,1,1,1,1,1,2,0,1,0,2,0,2.6666667,1,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465491735,.8610275285692049,Group 1,44312,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations,Not at all superior,Some,Neither agree nor disagree,0,0,0,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1988,Female,White,Post-grad,Never married,Full-time,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Ohio,Yes,Very liberal,Some of the time,Protestant,Once a week,No,Very important,Once a week,1937925326000,1937925722000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3.3,1,0,1,.66666669,0,1.3333334,0,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465491767,1.15157611846643,Group 3,53225,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Somewhat agree,Strongly disagree,Can't be too careful,Very superior,Some,Somewhat agree,50,0,0,0,Do nothing,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1975,Female,White,High school graduate,Married,Permanently disabled,"$20,000 - $29,999",Yes,Republican,Not very strong Republican,Did not vote for President,Donald Trump,Wisconsin,Yes,Very conservative,Hardly at all,Nothing in particular,Seldom,No,Not too important,Once a day,1937925345000,1937925738000,50,1,0,1,0,0,0,0,50,1,1,1,1,1,1,1,50,0,1,0,0,0,1,0,0,1,4.5999999,1,1,0,2.6666667,1,1.3333334,0,3,1,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465491897,1.12461264617904,Group 16,92399,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Strongly agree,Somewhat agree,Somewhat disagree,Can't be too careful,Not at all superior,Some,Somewhat agree,250,Yes,Yes,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1960,Male,White,2-year,Separated,Full-time,"$50,000 - $59,999",No,Independent,Independent,Donald Trump,Donald Trump,California,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,1937925422000,1937925776000,250,1,0,0,1,0,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,0,0,1,0,6.0999999,0,0,0,.66666669,0,2,0,3,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465126375,.927537609437875,Group 10,46222,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Strongly disagree,Can't be too careful,A little superior,Very many,Somewhat disagree,250,0,0,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1972,Female,Black,2-year,Divorced,Full-time,"$40,000 - $49,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Indiana,Yes,Moderate,Hardly at all,Protestant,Once or twice a month,Yes,Very important,A few times a month,1937873870000,1937925881000,9,1,1,0,0,0,0,1,250,0,1,1,0,0,0,1,250,0,0,1,0,0,1,1,1,1,4.9000001,1,0,1,.66666669,0,.66666669,0,1,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465491641,.976203448338938,Group 26,28711,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,selected,not selected,not selected,selected,selected,Somewhat agree,Neither agree nor disagree,Strongly disagree,Can't be too careful,Very superior,A few,Strongly agree,9,0,Yes,0,Impose economic sanctions on the attacker,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1967,Male,Other,Some college,Never married,Part-time,"$10,000 - $19,999",No,Not sure,Independent,Did not vote for President,Donald Trump,North Carolina,Yes,Not sure,Most of the time,Something else,Never,Yes,Very important,Several times a day,1937925260000,1937925890000,9,1,1,0,0,1,0,1,9,1,1,1,1,1,1,1,9,1,0,0,0,1,1,0,0,0,5.4000001,0,0,0,3.3333333,1,1.6666666,0,4,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464229217,1.0281725479054,Group 32,46974,not selected,not selected,not selected,selected,not selected,selected,not selected,selected,selected,selected,selected,selected,not selected,selected,selected,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful,A little superior,Some,Neither agree nor disagree,250,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,1957,Male,White,2-year,Married,Retired,Prefer not to say,No,Independent,Lean Republican,Donald Trump,Donald Trump,Indiana,Yes,Very conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,1937925305000,1937925901000,250,1,0,0,1,1,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,1,1,1,1,6.4000001,0,0,0,1.3333334,0,3.3333333,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465492009,.855061995319469,Group 20,58102,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,selected,not selected,selected,selected,selected,selected,Strongly disagree,Somewhat agree,Somewhat agree,Can trust other nations,Not at all superior,Very many,Somewhat agree,250,0,0,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1997,Male,White,4-year,Never married,Student,"$20,000 - $29,999",No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Colorado,Yes,Liberal,Some of the time,Protestant,Once a week,No,Very important,A few times a month,1937925492000,1937925938000,250,1,0,0,1,1,0,0,250,1,1,1,1,1,1,1,250,0,0,1,0,0,1,0,0,0,2.4000001,0,0,0,0,0,1.3333334,0,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465105373,1.23192922201267,Group 2,14616,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful,Very superior,A few,Somewhat disagree,9,0,0,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,1962,Female,White,2-year,Divorced,Full-time,"$60,000 - $69,999",No,Republican,Not very strong Republican,Donald Trump,Donald Trump,New York,Yes,Conservative,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,1937925465000,1937926007000,9,1,1,0,0,0,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,1,1,1,1,5.9000001,1,1,0,3.3333333,1,3.3333333,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465491911,.606240124693927,Group 31,42025,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,selected,selected,Strongly agree,Somewhat agree,Somewhat disagree,Can't be too careful,Somewhat superior,Very many,Somewhat agree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,1986,Male,White,4-year,Married,Full-time,"$70,000 - $79,999",No,Independent,Independent,Did not vote for President,Jo Jorgensen,Kentucky,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,1937925429000,1937926091000,50,1,0,1,0,1,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,1,1,1,3.5,0,0,0,1.3333334,0,2,0,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465492487,.8233938118790201,Group 27,55422,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can trust other nations,Not at all superior,Very many,Neither agree nor disagree,50,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,1980,Male,White,Some college,Married,Full-time,"$100,000 - $119,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Minnesota,Yes,Liberal,Most of the time,Something else,Never,No,Not too important,Once a day,1937925764000,1937926180000,50,1,0,1,0,1,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,1,1,1,1,4.0999999,0,0,1,0,0,2,0,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465500015,1.03199746902235,Group 3,75215,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Somewhat superior,Some,Somewhat agree,250,Yes,0,0,Lodge a diplomatic protest,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1989,Female,Hispanic,4-year,Married,Full-time,"$120,000 - $149,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Texas,Yes,Liberal,Some of the time,Roman Catholic,Once a week,No,Very important,Once a week,1937926063000,1937926384000,50,1,0,1,0,0,0,0,250,0,1,0,1,0,0,1,250,0,0,1,1,0,1,1,0,1,3.2,1,0,1,2,0,2.6666667,1,3,1,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1461731331,1.4727306092425,Group 23,74647,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Somewhat superior,Some,Somewhat disagree,50,0,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,1980,Female,White,4-year,Divorced,Full-time,"$20,000 - $29,999",No,Independent,Lean Republican,Did not vote for President,Donald Trump,Oklahoma,Yes,Conservative,Only now and then,Protestant,A few times a year,Yes,Very important,A few times a week,1937926225000,1937926433000,50,1,0,1,0,1,1,0,50,1,1,0,1,0,0,1,50,0,1,0,0,0,0,0,0,0,4.0999999,1,0,0,2,0,2,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
