dataset_doi,llm_fig1
doi:10.7910/DVN/PGFOXW,TRUE
doi:10.7910/DVN/PGGBB4,TRUE
doi:10.7910/DVN/PGGT4N,TRUE
doi:10.7910/DVN/PGNYUJ,TRUE
doi:10.7910/DVN/PIBK5I,FALSE
doi:10.7910/DVN/PIMURE,FALSE
doi:10.7910/DVN/PKI60Z,FALSE
doi:10.7910/DVN/PL2XFD,TRUE
doi:10.7910/DVN/PLKWUL,TRUE
doi:10.7910/DVN/PLLBQJ,TRUE
doi:10.7910/DVN/PLZ9LJ,TRUE
doi:10.7910/DVN/PMYBBM,FALSE
doi:10.7910/DVN/PNYG29,FALSE
doi:10.7910/DVN/PNYLIY,FALSE
doi:10.7910/DVN/POMIFD,TRUE
doi:10.7910/DVN/PORBIU,FALSE
doi:10.7910/DVN/PPVWIG,TRUE
doi:10.7910/DVN/PRYYZ5,TRUE
doi:10.7910/DVN/PSSLAC,TRUE
doi:10.7910/DVN/PTHMQU,TRUE
doi:10.7910/DVN/PTIERC,FALSE
doi:10.7910/DVN/PTOYUX,TRUE
doi:10.7910/DVN/PUIJIU,FALSE
doi:10.7910/DVN/PUIROM,TRUE
doi:10.7910/DVN/PWRN9K,FALSE
doi:10.7910/DVN/PXIMVL,FALSE
doi:10.7910/DVN/PXXUCO,TRUE
doi:10.7910/DVN/PY0NKM,TRUE
doi:10.7910/DVN/PYKLCA,TRUE
doi:10.7910/DVN/PYWNTB,TRUE
doi:10.7910/DVN/PZAOO6,TRUE
doi:10.7910/DVN/PZHUFO,TRUE
doi:10.7910/DVN/PZZB1Z,FALSE
doi:10.7910/DVN/Q0CNZA,TRUE
doi:10.7910/DVN/Q0XAPV,TRUE
doi:10.7910/DVN/Q1WIDV,TRUE
doi:10.7910/DVN/Q4VN7A,TRUE
doi:10.7910/DVN/Q5M4UQ,FALSE
doi:10.7910/DVN/Q5PRNX,FALSE
doi:10.7910/DVN/Q5PV4U,TRUE
doi:10.7910/DVN/Q7EXX4,TRUE
doi:10.7910/DVN/Q7UV5W,FALSE
doi:10.7910/DVN/Q8CSU8,TRUE
doi:10.7910/DVN/Q8NRTS,FALSE
doi:10.7910/DVN/Q92PMT,FALSE
doi:10.7910/DVN/QAJQXP,TRUE
doi:10.7910/DVN/QB1TUJ,TRUE
doi:10.7910/DVN/QBHGRC,TRUE
doi:10.7910/DVN/QBKXT3,TRUE
doi:10.7910/DVN/QBNFFR,TRUE
doi:10.7910/DVN/QBTECH,TRUE
doi:10.7910/DVN/QC0RSU,FALSE
doi:10.7910/DVN/QDPQUD,FALSE
doi:10.7910/DVN/QDTLYV,FALSE
doi:10.7910/DVN/QEMNP1,FALSE
doi:10.7910/DVN/QEUF67,FALSE
doi:10.7910/DVN/QG7FMX,FALSE
doi:10.7910/DVN/QIA26P,FALSE
doi:10.7910/DVN/QIH3D7,FALSE
doi:10.7910/DVN/QINQ6H,TRUE
doi:10.7910/DVN/QIWQWL,TRUE
doi:10.7910/DVN/QJ9E9M,TRUE
doi:10.7910/DVN/QKJHCI,FALSE
doi:10.7910/DVN/QLTFXN,FALSE
doi:10.7910/DVN/QM15HX,FALSE
doi:10.7910/DVN/QNCRWS,TRUE
doi:10.7910/DVN/QNG2V0,FALSE
doi:10.7910/DVN/QNMUA1,FALSE
doi:10.7910/DVN/QO6EMT,FALSE
doi:10.7910/DVN/QOVWMM,TRUE
doi:10.7910/DVN/QOVXPR,FALSE
doi:10.7910/DVN/QQ2FV9,FALSE
doi:10.7910/DVN/QQ69RH,FALSE
doi:10.7910/DVN/QQBARG,TRUE
doi:10.7910/DVN/QQENMZ,FALSE
doi:10.7910/DVN/QQKR3F,TRUE
doi:10.7910/DVN/QR1EIR,TRUE
doi:10.7910/DVN/QR73H6,FALSE
doi:10.7910/DVN/QRAUDJ,FALSE
doi:10.7910/DVN/QSXDUN,TRUE
doi:10.7910/DVN/QTCNQD,FALSE
doi:10.7910/DVN/QTG6FQ,FALSE
doi:10.7910/DVN/QTJGR5,TRUE
doi:10.7910/DVN/QTMOVG,FALSE
doi:10.7910/DVN/QTOIQF,TRUE
doi:10.7910/DVN/QTUF6D,TRUE
doi:10.7910/DVN/QU3YES,FALSE
doi:10.7910/DVN/QUHIIE,TRUE
doi:10.7910/DVN/QUZ2BN,FALSE
doi:10.7910/DVN/QV7AJH,TRUE
doi:10.7910/DVN/QVLR1C,TRUE
doi:10.7910/DVN/QWLGGN,TRUE
doi:10.7910/DVN/QWSLYN,TRUE
doi:10.7910/DVN/QXJDJ5,TRUE
doi:10.7910/DVN/QYG8ZI,TRUE
doi:10.7910/DVN/QYZGEI,TRUE
doi:10.7910/DVN/QZNGVJ,TRUE
doi:10.7910/DVN/R0FXPH,TRUE
doi:10.7910/DVN/R163AN,TRUE
doi:10.7910/DVN/R1S5RP,FALSE
doi:10.7910/DVN/R27ULT,FALSE
doi:10.7910/DVN/R2NKL3,TRUE
doi:10.7910/DVN/R3GZZW,TRUE
doi:10.7910/DVN/R3XPEJ,TRUE
doi:10.7910/DVN/R4USRU,TRUE
doi:10.7910/DVN/R677HD,TRUE
doi:10.7910/DVN/R8TUOQ,TRUE
doi:10.7910/DVN/RAMHWP,TRUE
doi:10.7910/DVN/RCINPF,FALSE
doi:10.7910/DVN/RCT2YX,TRUE
doi:10.7910/DVN/RDIJQC,TRUE
doi:10.7910/DVN/RDU9JR,TRUE
doi:10.7910/DVN/REXZ8H,TRUE
doi:10.7910/DVN/RFECVH,TRUE
doi:10.7910/DVN/RFYOH6,TRUE
doi:10.7910/DVN/RHM7HX,TRUE
doi:10.7910/DVN/RHPSZD,FALSE
doi:10.7910/DVN/RIOEAY,TRUE
doi:10.7910/DVN/RIXENU,FALSE
doi:10.7910/DVN/RJ97IG,FALSE
doi:10.7910/DVN/RJAUNW,FALSE
doi:10.7910/DVN/RJKIUP,FALSE
doi:10.7910/DVN/RJL2DK,TRUE
doi:10.7910/DVN/RJY34I,TRUE
doi:10.7910/DVN/RK5GOH,TRUE
doi:10.7910/DVN/RK66RN,FALSE
doi:10.7910/DVN/RKMKXU,FALSE
doi:10.7910/DVN/RKNNVL,FALSE
doi:10.7910/DVN/RKQEJD,FALSE
doi:10.7910/DVN/RKUZT3,FALSE
doi:10.7910/DVN/RKV5ZI,TRUE
doi:10.7910/DVN/RL5N9Y,TRUE
doi:10.7910/DVN/RLLL1V,FALSE
doi:10.7910/DVN/RM7VAL,TRUE
doi:10.7910/DVN/RMFLKR,FALSE
doi:10.7910/DVN/RMHOHL,TRUE
doi:10.7910/DVN/RO1YK7,FALSE
doi:10.7910/DVN/ROFNV2,FALSE
doi:10.7910/DVN/ROLEY5,TRUE
doi:10.7910/DVN/ROUWNS,TRUE
doi:10.7910/DVN/RP8Z94,TRUE
doi:10.7910/DVN/RPD7KA,FALSE
doi:10.7910/DVN/RQE9SO,TRUE
doi:10.7910/DVN/RQNVFW,FALSE
doi:10.7910/DVN/RQZWE6,TRUE
doi:10.7910/DVN/RRBPUD,TRUE
doi:10.7910/DVN/RRV0JZ,FALSE
doi:10.7910/DVN/RSD5BV,FALSE
doi:10.7910/DVN/RSSRRV,TRUE
doi:10.7910/DVN/RTGDFW,TRUE
doi:10.7910/DVN/RTJ38N,FALSE
doi:10.7910/DVN/RUQ2KP,TRUE
doi:10.7910/DVN/RVV8SD,TRUE
doi:10.7910/DVN/RW10GZ,TRUE
doi:10.7910/DVN/RWPSHO,TRUE
doi:10.7910/DVN/RXA4JB,TRUE
doi:10.7910/DVN/RXOZEZ,TRUE
doi:10.7910/DVN/RXXQSQ,TRUE
doi:10.7910/DVN/RYKJKS,TRUE
doi:10.7910/DVN/RYNSDG,FALSE
doi:10.7910/DVN/RZVMJW,TRUE
doi:10.7910/DVN/S1EUAF,TRUE
doi:10.7910/DVN/S2Y1PA,TRUE
doi:10.7910/DVN/S3CGUV,TRUE
doi:10.7910/DVN/S3HACJ,TRUE
doi:10.7910/DVN/S3M5AX,FALSE
doi:10.7910/DVN/S5YMS7,TRUE
doi:10.7910/DVN/S61MIY,TRUE
doi:10.7910/DVN/S8LSKA,TRUE
doi:10.7910/DVN/S9MIJU,TRUE
doi:10.7910/DVN/SBOMZD,TRUE
doi:10.7910/DVN/SDSUQG,TRUE
doi:10.7910/DVN/SDUGCC,FALSE
doi:10.7910/DVN/SDXJUV,TRUE
doi:10.7910/DVN/SEHMGR,TRUE
doi:10.7910/DVN/SEOCQ0,TRUE
doi:10.7910/DVN/SEXLPX,FALSE
doi:10.7910/DVN/SFBX6Z,FALSE
doi:10.7910/DVN/SFTMNO,TRUE
doi:10.7910/DVN/SG55BJ,TRUE
doi:10.7910/DVN/SHYPDU,FALSE
doi:10.7910/DVN/SI0NQF,TRUE
doi:10.7910/DVN/SIHBRN,TRUE
doi:10.7910/DVN/SIUR6A,TRUE
doi:10.7910/DVN/SJ8ER9,FALSE
doi:10.7910/DVN/SJBWC3,TRUE
doi:10.7910/DVN/SJI4IA,TRUE
doi:10.7910/DVN/SJJ158,FALSE
doi:10.7910/DVN/SK8AGA,FALSE
doi:10.7910/DVN/SKKYFB,TRUE
doi:10.7910/DVN/SKPPLH,FALSE
doi:10.7910/DVN/SLNPAB,TRUE
doi:10.7910/DVN/SLWCLZ,TRUE
doi:10.7910/DVN/SLXRVJ,FALSE
doi:10.7910/DVN/SMLV5D,TRUE
doi:10.7910/DVN/SNG5BW,FALSE
doi:10.7910/DVN/SNQG8P,TRUE
doi:10.7910/DVN/SNW8PV,TRUE
doi:10.7910/DVN/SOQH9L,TRUE
doi:10.7910/DVN/SPXP04,FALSE
doi:10.7910/DVN/SQH6IF,TRUE
doi:10.7910/DVN/SQSTSC,TRUE
doi:10.7910/DVN/SQTQBA,FALSE
doi:10.7910/DVN/SR0NMB,TRUE
doi:10.7910/DVN/SRLERE,FALSE
doi:10.7910/DVN/SRPTCV,TRUE
doi:10.7910/DVN/SS0UEI,TRUE
doi:10.7910/DVN/SSEN5A,TRUE
doi:10.7910/DVN/SSVE5E,FALSE
doi:10.7910/DVN/STOQ1Q,TRUE
doi:10.7910/DVN/STXADQ,TRUE
doi:10.7910/DVN/SU3R6Y,TRUE
doi:10.7910/DVN/SUCNTD,TRUE
doi:10.7910/DVN/SUKHMB,TRUE
doi:10.7910/DVN/SUPM3R,TRUE
doi:10.7910/DVN/SUQC9N,TRUE
doi:10.7910/DVN/SURSEO,FALSE
doi:10.7910/DVN/SWHIKY,FALSE
doi:10.7910/DVN/SXFB9E,TRUE
doi:10.7910/DVN/SXG7BF,FALSE
doi:10.7910/DVN/SYFWXB,FALSE
doi:10.7910/DVN/SYSOPW,FALSE
doi:10.7910/DVN/SYYMJ0,TRUE
doi:10.7910/DVN/SZ3K77,TRUE
doi:10.7910/DVN/SZ9YXZ,FALSE
doi:10.7910/DVN/SZFCUJ,TRUE
doi:10.7910/DVN/SZK4NF,TRUE
doi:10.7910/DVN/T0R1GE,TRUE
doi:10.7910/DVN/T0UKCN,FALSE
doi:10.7910/DVN/T17S0X,FALSE
doi:10.7910/DVN/T1NXVQ,TRUE
doi:10.7910/DVN/T1TELH,TRUE
doi:10.7910/DVN/T1WGWG,TRUE
doi:10.7910/DVN/T21M2M,TRUE
doi:10.7910/DVN/T5DKRO,TRUE
doi:10.7910/DVN/T5LYWS,FALSE
doi:10.7910/DVN/T8OYHT,TRUE
doi:10.7910/DVN/T8VCOF,FALSE
doi:10.7910/DVN/T9AEBN,TRUE
doi:10.7910/DVN/T9WESH,TRUE
doi:10.7910/DVN/TA1T4V,FALSE
doi:10.7910/DVN/TBMFDA,TRUE
doi:10.7910/DVN/TE1YA6,TRUE
doi:10.7910/DVN/TE9U5S,FALSE
doi:10.7910/DVN/TEPAK4,FALSE
doi:10.7910/DVN/TEPRY2,FALSE
doi:10.7910/DVN/TEQYCH,FALSE
doi:10.7910/DVN/TFCBSD,FALSE
doi:10.7910/DVN/TFQ2UK,FALSE
doi:10.7910/DVN/TGJQUL,TRUE
doi:10.7910/DVN/THBT8N,TRUE
doi:10.7910/DVN/THU75A,TRUE
doi:10.7910/DVN/THYJ8J,FALSE
doi:10.7910/DVN/TIXGF8,TRUE
doi:10.7910/DVN/TJ1ZXX,TRUE
doi:10.7910/DVN/TJAISA,TRUE
doi:10.7910/DVN/TJK8QV,FALSE
doi:10.7910/DVN/TJKIWN,TRUE
doi:10.7910/DVN/TKLSNE,TRUE
doi:10.7910/DVN/TKU9WH,TRUE
doi:10.7910/DVN/TL0PZD,TRUE
doi:10.7910/DVN/TLBBUX,FALSE
doi:10.7910/DVN/TLT65Z,TRUE
doi:10.7910/DVN/TM8ZDB,TRUE
doi:10.7910/DVN/TMJWIA,TRUE
doi:10.7910/DVN/TMTCZD,TRUE
doi:10.7910/DVN/TNFDDX,TRUE
doi:10.7910/DVN/TNQ7EI,TRUE
doi:10.7910/DVN/TNWENH,TRUE
doi:10.7910/DVN/TNXRNM,FALSE
doi:10.7910/DVN/TOP7OV,TRUE
doi:10.7910/DVN/TPGPCR,FALSE
doi:10.7910/DVN/TPZPIO,FALSE
doi:10.7910/DVN/TQ9TK1,TRUE
doi:10.7910/DVN/TR4OUK,TRUE
doi:10.7910/DVN/TR9NAB,TRUE
doi:10.7910/DVN/TRIEF2,TRUE
doi:10.7910/DVN/TRLSJA,FALSE
doi:10.7910/DVN/TS4XRA,TRUE
doi:10.7910/DVN/TTE3SQ,TRUE
doi:10.7910/DVN/TTK06U,TRUE
doi:10.7910/DVN/TTPEOE,TRUE
doi:10.7910/DVN/TUSXIG,TRUE
doi:10.7910/DVN/TVI1AR,TRUE
doi:10.7910/DVN/TVZQG6,TRUE
doi:10.7910/DVN/TW5FHR,TRUE
doi:10.7910/DVN/TWDSBW,TRUE
doi:10.7910/DVN/TWVXKZ,TRUE
doi:10.7910/DVN/TXFTKV,FALSE
doi:10.7910/DVN/TYIVYZ,FALSE
doi:10.7910/DVN/TYJFQD,TRUE
doi:10.7910/DVN/TYNEDE,TRUE
doi:10.7910/DVN/TZ9PSJ,TRUE
doi:10.7910/DVN/TZVDUQ,TRUE
doi:10.7910/DVN/U07SDB,TRUE
doi:10.7910/DVN/U090WG,TRUE
doi:10.7910/DVN/U1CB0K,TRUE
doi:10.7910/DVN/U2591T,FALSE
doi:10.7910/DVN/U4ND12,TRUE
doi:10.7910/DVN/U56Z43,TRUE
doi:10.7910/DVN/U5IESG,FALSE
doi:10.7910/DVN/U6EC8N,TRUE
doi:10.7910/DVN/UA9G8U,FALSE
doi:10.7910/DVN/UAWGPU,TRUE
doi:10.7910/DVN/UBU601,TRUE
doi:10.7910/DVN/UCRHWN,TRUE
doi:10.7910/DVN/UDUJEI,TRUE
doi:10.7910/DVN/UDVEXN,TRUE
doi:10.7910/DVN/UE1JXM,TRUE
doi:10.7910/DVN/UEARI0,TRUE
doi:10.7910/DVN/UECUBY,FALSE
doi:10.7910/DVN/UEOK3H,TRUE
doi:10.7910/DVN/UEYVO1,TRUE
doi:10.7910/DVN/UFNXMK,FALSE
doi:10.7910/DVN/UFZTYU,TRUE
doi:10.7910/DVN/UGI0MH,TRUE
doi:10.7910/DVN/UHUK4P,FALSE
doi:10.7910/DVN/UI3NTB,FALSE
doi:10.7910/DVN/UIFXGX,TRUE
doi:10.7910/DVN/UJN9C3,TRUE
doi:10.7910/DVN/UJYEAD,TRUE
doi:10.7910/DVN/ULTUUC,TRUE
doi:10.7910/DVN/UM0ZOF,TRUE
doi:10.7910/DVN/UMFJRG,FALSE
doi:10.7910/DVN/UMIBSL,TRUE
doi:10.7910/DVN/UMP7YP,TRUE
doi:10.7910/DVN/UMSSKG,TRUE
doi:10.7910/DVN/UN3KML,FALSE
doi:10.7910/DVN/UNEBPY,FALSE
doi:10.7910/DVN/UNWIHE,TRUE
doi:10.7910/DVN/UOABFB,TRUE
doi:10.7910/DVN/UPHCUE,TRUE
doi:10.7910/DVN/UPSRNO,TRUE
doi:10.7910/DVN/UQAIZI,TRUE
doi:10.7910/DVN/UQDLUB,TRUE
doi:10.7910/DVN/UQPIKX,FALSE
doi:10.7910/DVN/UQVN70,FALSE
doi:10.7910/DVN/URHLUO,FALSE
doi:10.7910/DVN/USWU3O,FALSE
doi:10.7910/DVN/USYADS,TRUE
doi:10.7910/DVN/UTAP1V,FALSE
doi:10.7910/DVN/UTHBDT,FALSE
doi:10.7910/DVN/UTJGTF,TRUE
doi:10.7910/DVN/UTPOTW,TRUE
doi:10.7910/DVN/UTRXT7,TRUE
doi:10.7910/DVN/UUDOS0,FALSE
doi:10.7910/DVN/UV7ZPZ,TRUE
doi:10.7910/DVN/UVANPR,FALSE
doi:10.7910/DVN/UVFOWU,FALSE
doi:10.7910/DVN/UW9NBY,TRUE
doi:10.7910/DVN/UXB857,TRUE
doi:10.7910/DVN/UY2GRM,TRUE
doi:10.7910/DVN/UYWQ7U,FALSE
doi:10.7910/DVN/UYXRI8,TRUE
doi:10.7910/DVN/UZFWT7,TRUE
doi:10.7910/DVN/UZSKZJ,FALSE
doi:10.7910/DVN/V2HIVR,FALSE
doi:10.7910/DVN/V3DHAS,TRUE
doi:10.7910/DVN/V7SQRW,FALSE
doi:10.7910/DVN/V83FXD,TRUE
doi:10.7910/DVN/V8C2HB,TRUE
doi:10.7910/DVN/V8U06V,TRUE
doi:10.7910/DVN/V9QSWK,TRUE
doi:10.7910/DVN/VA00ZI,FALSE
doi:10.7910/DVN/VAY7ZQ,TRUE
doi:10.7910/DVN/VBNCF2,FALSE
doi:10.7910/DVN/VCE7KN,FALSE
doi:10.7910/DVN/VDF4JW,TRUE
doi:10.7910/DVN/VEFZXI,FALSE
doi:10.7910/DVN/VEPHLS,TRUE
doi:10.7910/DVN/VFBVRG,TRUE
doi:10.7910/DVN/VG3UFZ,TRUE
doi:10.7910/DVN/VGI93T,TRUE
doi:10.7910/DVN/VGLBPX,TRUE
doi:10.7910/DVN/VGWNP9,TRUE
doi:10.7910/DVN/VHNHHN,FALSE
doi:10.7910/DVN/VHNONI,FALSE
doi:10.7910/DVN/VHNPUO,TRUE
doi:10.7910/DVN/VIIPYQ,TRUE
doi:10.7910/DVN/VINNTX,TRUE
doi:10.7910/DVN/VIXZD1,TRUE
doi:10.7910/DVN/VJLVYU,FALSE
doi:10.7910/DVN/VJQIL1,FALSE
doi:10.7910/DVN/VJUOOV,TRUE
doi:10.7910/DVN/VKOMCK,TRUE
doi:10.7910/DVN/VLXRIK,TRUE
doi:10.7910/DVN/VMC1GO,FALSE
doi:10.7910/DVN/VNHM17,TRUE
doi:10.7910/DVN/VNTVO6,FALSE
doi:10.7910/DVN/VOF11U,TRUE
doi:10.7910/DVN/VOO3TD,TRUE
doi:10.7910/DVN/VPPEAW,TRUE
doi:10.7910/DVN/VR12G4,TRUE
doi:10.7910/DVN/VRH8ND,FALSE
doi:10.7910/DVN/VRMH3I,TRUE
doi:10.7910/DVN/VS3CG6,TRUE
doi:10.7910/DVN/VSQUJG,TRUE
doi:10.7910/DVN/VSVBTP,TRUE
doi:10.7910/DVN/VSXTFS,TRUE
doi:10.7910/DVN/VT4KJA,FALSE
doi:10.7910/DVN/VTUSLV,FALSE
doi:10.7910/DVN/VULKLW,FALSE
doi:10.7910/DVN/VVV3AN,TRUE
doi:10.7910/DVN/VW1GDD,TRUE
doi:10.7910/DVN/VWBP3L,FALSE
doi:10.7910/DVN/VWBTL5,FALSE
doi:10.7910/DVN/VWFKDG,TRUE
doi:10.7910/DVN/VWPPVQ,FALSE
doi:10.7910/DVN/VWWAHK,TRUE
doi:10.7910/DVN/VWZZLO,TRUE
doi:10.7910/DVN/VX5N1V,TRUE
doi:10.7910/DVN/VXQUBN,TRUE
doi:10.7910/DVN/VY4FMR,TRUE
doi:10.7910/DVN/VYVNFR,TRUE
doi:10.7910/DVN/VZURJ6,FALSE
doi:10.7910/DVN/VZZBHE,FALSE
doi:10.7910/DVN/W08NIR,TRUE
doi:10.7910/DVN/W0FWBT,FALSE
doi:10.7910/DVN/W1TDGZ,FALSE
doi:10.7910/DVN/W1YJZQ,TRUE
doi:10.7910/DVN/W2HZSO,TRUE
doi:10.7910/DVN/W2MFYX,FALSE
doi:10.7910/DVN/W5GQNZ,TRUE
doi:10.7910/DVN/W8HUKY,TRUE
doi:10.7910/DVN/W8PHXM,TRUE
doi:10.7910/DVN/WAEHOI,FALSE
doi:10.7910/DVN/WB0RNW,TRUE
doi:10.7910/DVN/WBBAE3,TRUE
doi:10.7910/DVN/WBWWUO,FALSE
doi:10.7910/DVN/WCH6ZH,TRUE
doi:10.7910/DVN/WCLV9B,TRUE
doi:10.7910/DVN/WCTOA8,FALSE
doi:10.7910/DVN/WDA163,FALSE
doi:10.7910/DVN/WDQB4C,FALSE
doi:10.7910/DVN/WDRHTS,TRUE
doi:10.7910/DVN/WFELNG,TRUE
doi:10.7910/DVN/WFVMKD,TRUE
doi:10.7910/DVN/WG8VCK,TRUE
doi:10.7910/DVN/WGPHFT,TRUE
doi:10.7910/DVN/WGT8QV,TRUE
doi:10.7910/DVN/WGWMAV,TRUE
doi:10.7910/DVN/WI7WN0,FALSE
doi:10.7910/DVN/WIJ0PS,FALSE
doi:10.7910/DVN/WJINZP,TRUE
doi:10.7910/DVN/WJWRWN,TRUE
doi:10.7910/DVN/WJXCT8,FALSE
doi:10.7910/DVN/WK0DA7,TRUE
doi:10.7910/DVN/WKIJST,TRUE
doi:10.7910/DVN/WKJJ3Z,TRUE
doi:10.7910/DVN/WM0XNF,TRUE
doi:10.7910/DVN/WMAPGB,TRUE
doi:10.7910/DVN/WMPXIW,TRUE
doi:10.7910/DVN/WNMLPA,TRUE
doi:10.7910/DVN/WOI8EU,TRUE
doi:10.7910/DVN/WPF4RC,FALSE
doi:10.7910/DVN/WPKTKJ,TRUE
doi:10.7910/DVN/WPVSMH,TRUE
doi:10.7910/DVN/WQ1R5X,TRUE
doi:10.7910/DVN/WQEQPN,TRUE
doi:10.7910/DVN/WR97GH,TRUE
doi:10.7910/DVN/WRCPOC,FALSE
doi:10.7910/DVN/WSJX0X,TRUE
doi:10.7910/DVN/WT2XZQ,TRUE
doi:10.7910/DVN/WTS3ML,TRUE
doi:10.7910/DVN/WTURMZ,FALSE
doi:10.7910/DVN/WUOAB7,FALSE
doi:10.7910/DVN/WVBZNE,TRUE
doi:10.7910/DVN/WVQ10L,TRUE
doi:10.7910/DVN/WW5HMR,FALSE
doi:10.7910/DVN/WX6ZPC,TRUE
doi:10.7910/DVN/WXTUIL,FALSE
doi:10.7910/DVN/WYA1S2,TRUE
doi:10.7910/DVN/WYUGQ9,TRUE
doi:10.7910/DVN/WZI945,TRUE
doi:10.7910/DVN/WZOC7H,FALSE
doi:10.7910/DVN/X0ZPH4,TRUE
doi:10.7910/DVN/X2VJJX,TRUE
doi:10.7910/DVN/X3LITS,FALSE
doi:10.7910/DVN/X4Y2FL,TRUE
doi:10.7910/DVN/X5ALUA,TRUE
doi:10.7910/DVN/X5RBRB,TRUE
doi:10.7910/DVN/X7AMNO,FALSE
doi:10.7910/DVN/X88LYH,TRUE
doi:10.7910/DVN/X8ZRVO,TRUE
doi:10.7910/DVN/X9STDF,TRUE
doi:10.7910/DVN/XA5DRD,TRUE
doi:10.7910/DVN/XAQMIA,TRUE
doi:10.7910/DVN/XASCZ1,FALSE
doi:10.7910/DVN/XAUF3H,FALSE
doi:10.7910/DVN/XAWZVS,FALSE
doi:10.7910/DVN/XB5Q2J,TRUE
doi:10.7910/DVN/XBBOHV,TRUE
doi:10.7910/DVN/XBNJD9,TRUE
doi:10.7910/DVN/XDUWWY,FALSE
doi:10.7910/DVN/XERHRF,TRUE
doi:10.7910/DVN/XF1157,TRUE
doi:10.7910/DVN/XF2YFQ,TRUE
doi:10.7910/DVN/XG6QQX,TRUE
doi:10.7910/DVN/XGBMW9,FALSE
doi:10.7910/DVN/XGXEN6,TRUE
doi:10.7910/DVN/XHBJLO,TRUE
doi:10.7910/DVN/XHNAFO,TRUE
doi:10.7910/DVN/XI7ENB,TRUE
doi:10.7910/DVN/XIIAVW,FALSE
doi:10.7910/DVN/XJQALC,FALSE
doi:10.7910/DVN/XKC4R4,TRUE
doi:10.7910/DVN/XKMNAO,TRUE
doi:10.7910/DVN/XL73P4,FALSE
doi:10.7910/DVN/XMHS0J,TRUE
doi:10.7910/DVN/XMKPSQ,TRUE
doi:10.7910/DVN/XMUSDC,TRUE
doi:10.7910/DVN/XN2TZL,TRUE
doi:10.7910/DVN/XNCQR8,FALSE
doi:10.7910/DVN/XNHHDO,TRUE
doi:10.7910/DVN/XNXZGB,FALSE
doi:10.7910/DVN/XOCNK1,TRUE
doi:10.7910/DVN/XOERIO,TRUE
doi:10.7910/DVN/XONPX2,FALSE
doi:10.7910/DVN/XPTMGF,TRUE
doi:10.7910/DVN/XQ9RJT,TRUE
doi:10.7910/DVN/XQBUVK,FALSE
doi:10.7910/DVN/XRJ43D,TRUE
doi:10.7910/DVN/XS1SDX,TRUE
doi:10.7910/DVN/XS4P50,TRUE
doi:10.7910/DVN/XSCFX5,TRUE
doi:10.7910/DVN/XSMCY5,TRUE
doi:10.7910/DVN/XTIHGR,TRUE
doi:10.7910/DVN/XTQJEN,TRUE
doi:10.7910/DVN/XTRWKG,TRUE
doi:10.7910/DVN/XTS8IE,FALSE
doi:10.7910/DVN/XTWZZX,TRUE
doi:10.7910/DVN/XU8ZWB,TRUE
doi:10.7910/DVN/XUQE7Z,FALSE
doi:10.7910/DVN/XWAREK,TRUE
doi:10.7910/DVN/XWBDPQ,TRUE
doi:10.7910/DVN/XYUWYJ,TRUE
doi:10.7910/DVN/XZ0IZE,FALSE
doi:10.7910/DVN/Y01YX7,FALSE
doi:10.7910/DVN/Y0B0RH,FALSE
doi:10.7910/DVN/Y0LFRY,TRUE
doi:10.7910/DVN/Y10EQV,TRUE
doi:10.7910/DVN/Y1EUAY,TRUE
doi:10.7910/DVN/Y3XHB6,TRUE
doi:10.7910/DVN/Y43XZR,FALSE
doi:10.7910/DVN/Y5RRV5,FALSE
doi:10.7910/DVN/Y6I5ZI,TRUE
doi:10.7910/DVN/Y6RYUY,TRUE
doi:10.7910/DVN/Y82RW8,TRUE
doi:10.7910/DVN/Y8KIUK,FALSE
doi:10.7910/DVN/YABNFF,TRUE
doi:10.7910/DVN/YAGHTA,TRUE
doi:10.7910/DVN/YBMKUX,FALSE
doi:10.7910/DVN/YCDJNT,TRUE
doi:10.7910/DVN/YCQCWJ,TRUE
doi:10.7910/DVN/YDBMNI,TRUE
doi:10.7910/DVN/YDLYLE,TRUE
doi:10.7910/DVN/YDSRWF,FALSE
doi:10.7910/DVN/YE8VC9,TRUE
doi:10.7910/DVN/YEEWVX,TRUE
doi:10.7910/DVN/YF761K,FALSE
doi:10.7910/DVN/YFPCBP,FALSE
doi:10.7910/DVN/YFPQJH,TRUE
doi:10.7910/DVN/YGTFBW,TRUE
doi:10.7910/DVN/YILXB4,TRUE
doi:10.7910/DVN/YJMGPP,FALSE
doi:10.7910/DVN/YJUIBI,FALSE
doi:10.7910/DVN/YLCN5E,TRUE
doi:10.7910/DVN/YLUNSN,TRUE
doi:10.7910/DVN/YMLR66,TRUE
doi:10.7910/DVN/YMMSIC,TRUE
doi:10.7910/DVN/YNOR7Q,TRUE
doi:10.7910/DVN/YO5J2S,TRUE
doi:10.7910/DVN/YOBUVS,TRUE
doi:10.7910/DVN/YQSBOA,TRUE
doi:10.7910/DVN/YQYZ6O,FALSE
doi:10.7910/DVN/YRJ6E3,TRUE
doi:10.7910/DVN/YSS19O,TRUE
doi:10.7910/DVN/YTRCQE,FALSE
doi:10.7910/DVN/YTXZ6X,FALSE
doi:10.7910/DVN/YU84D7,TRUE
doi:10.7910/DVN/YUFLFF,FALSE
doi:10.7910/DVN/YUM3K8,FALSE
