dataset_doi,n_pairs,n_vars,censored,year
doi:10.7910/DVN/UY2GRM,3,4,FALSE,2024
doi:10.7910/DVN/UYXRI8,1,2,FALSE,2019
doi:10.7910/DVN/UZFWT7,5,7,FALSE,2024
doi:10.7910/DVN/V3DHAS,1,2,FALSE,2018
doi:10.7910/DVN/V83FXD,30,14,FALSE,2019
doi:10.7910/DVN/V8C2HB,1,2,FALSE,2020
doi:10.7910/DVN/V8U06V,59,31,TRUE,2020
doi:10.7910/DVN/V9QSWK,30,31,FALSE,2017
doi:10.7910/DVN/VAY7ZQ,22,21,FALSE,2017
doi:10.7910/DVN/VDF4JW,2,3,FALSE,2023
doi:10.7910/DVN/VEPHLS,1,2,FALSE,2017
doi:10.7910/DVN/VFBVRG,1,2,FALSE,2020
doi:10.7910/DVN/VG3UFZ,8,6,FALSE,2019
doi:10.7910/DVN/VGI93T,3,4,FALSE,2015
doi:10.7910/DVN/VGLBPX,18,15,FALSE,2024
doi:10.7910/DVN/VGWNP9,18,19,TRUE,2019
doi:10.7910/DVN/VHNPUO,7,8,FALSE,2021
doi:10.7910/DVN/VINNTX,6,7,FALSE,2023
doi:10.7910/DVN/VIXZD1,9,10,FALSE,2020
doi:10.7910/DVN/VJUOOV,3,4,FALSE,2020
doi:10.7910/DVN/VKOMCK,30,24,TRUE,2019
doi:10.7910/DVN/VLXRIK,2,4,FALSE,2020
doi:10.7910/DVN/VOF11U,33,28,FALSE,2016
doi:10.7910/DVN/VOO3TD,12,13,FALSE,2022
doi:10.7910/DVN/VPPEAW,3,4,FALSE,2023
doi:10.7910/DVN/VR12G4,14,12,FALSE,2015
doi:10.7910/DVN/VRMH3I,4,4,FALSE,2018
doi:10.7910/DVN/VS3CG6,2,3,FALSE,2017
doi:10.7910/DVN/VSQUJG,1,2,FALSE,2022
doi:10.7910/DVN/VSXTFS,4,4,FALSE,2018
doi:10.7910/DVN/VVV3AN,1,2,FALSE,2020
doi:10.7910/DVN/VW1GDD,31,26,FALSE,2021
doi:10.7910/DVN/VWFKDG,12,14,FALSE,2020
doi:10.7910/DVN/VWWAHK,3,4,FALSE,2021
doi:10.7910/DVN/VWZZLO,14,17,FALSE,2017
doi:10.7910/DVN/VX5N1V,8,12,FALSE,2023
doi:10.7910/DVN/VXQUBN,14,8,FALSE,2018
doi:10.7910/DVN/VY4FMR,3,3,FALSE,2024
doi:10.7910/DVN/VYVNFR,2,4,FALSE,2022
doi:10.7910/DVN/W08NIR,9,8,FALSE,2020
doi:10.7910/DVN/W1YJZQ,13,15,FALSE,2015
doi:10.7910/DVN/W2HZSO,5,6,FALSE,2016
doi:10.7910/DVN/W5GQNZ,16,11,FALSE,2021
doi:10.7910/DVN/W8HUKY,1,2,FALSE,2019
doi:10.7910/DVN/W8PHXM,13,15,FALSE,2022
doi:10.7910/DVN/WB0RNW,6,7,FALSE,2019
doi:10.7910/DVN/WBBAE3,5,6,FALSE,2015
doi:10.7910/DVN/WCH6ZH,8,6,FALSE,2015
doi:10.7910/DVN/WCLV9B,11,7,FALSE,2021
doi:10.7910/DVN/WDRHTS,7,7,FALSE,2017
doi:10.7910/DVN/WFELNG,11,12,FALSE,2021
doi:10.7910/DVN/WFVMKD,9,9,FALSE,2015
doi:10.7910/DVN/WG8VCK,12,13,FALSE,2019
doi:10.7910/DVN/WGPHFT,6,7,FALSE,2022
doi:10.7910/DVN/WGT8QV,16,17,TRUE,2024
doi:10.7910/DVN/WGWMAV,2,4,FALSE,2018
doi:10.7910/DVN/WJINZP,7,8,FALSE,2022
doi:10.7910/DVN/WK0DA7,20,13,TRUE,2020
doi:10.7910/DVN/WKIJST,5,7,TRUE,2018
doi:10.7910/DVN/WKJJ3Z,28,8,FALSE,2018
doi:10.7910/DVN/WM0XNF,3,5,FALSE,2017
doi:10.7910/DVN/WMAPGB,5,5,FALSE,2024
doi:10.7910/DVN/WMPXIW,12,8,FALSE,2022
doi:10.7910/DVN/WNMLPA,2,3,FALSE,2018
doi:10.7910/DVN/WOI8EU,4,5,FALSE,2016
doi:10.7910/DVN/WPKTKJ,7,7,FALSE,2016
doi:10.7910/DVN/WPVSMH,1,2,FALSE,2018
doi:10.7910/DVN/WQ1R5X,12,13,FALSE,2021
doi:10.7910/DVN/WQEQPN,39,35,FALSE,2021
doi:10.7910/DVN/WR97GH,5,6,FALSE,2020
doi:10.7910/DVN/WSJX0X,1,2,FALSE,2016
doi:10.7910/DVN/WTS3ML,45,43,TRUE,2022
doi:10.7910/DVN/WVBZNE,1,2,FALSE,2019
doi:10.7910/DVN/WVQ10L,1,2,FALSE,2015
doi:10.7910/DVN/WX6ZPC,15,18,FALSE,2019
doi:10.7910/DVN/WYA1S2,3,4,FALSE,2018
doi:10.7910/DVN/WYUGQ9,3,4,FALSE,2024
doi:10.7910/DVN/WZI945,26,17,FALSE,2021
doi:10.7910/DVN/X0ZPH4,4,4,TRUE,2017
doi:10.7910/DVN/X2VJJX,18,21,FALSE,2020
doi:10.7910/DVN/X4Y2FL,1,2,FALSE,2023
doi:10.7910/DVN/X5ALUA,2,3,FALSE,2021
doi:10.7910/DVN/X5RBRB,9,9,FALSE,2021
doi:10.7910/DVN/X88LYH,7,8,FALSE,2016
doi:10.7910/DVN/X8ZRVO,32,22,TRUE,2018
doi:10.7910/DVN/X9STDF,10,10,FALSE,2024
doi:10.7910/DVN/XA5DRD,2,3,FALSE,2012
doi:10.7910/DVN/XAQMIA,3,4,FALSE,2018
doi:10.7910/DVN/XBBOHV,2,3,FALSE,2016
doi:10.7910/DVN/XERHRF,10,9,FALSE,2023
doi:10.7910/DVN/XF1157,10,12,FALSE,2018
doi:10.7910/DVN/XF2YFQ,1,2,TRUE,2021
doi:10.7910/DVN/XG6QQX,2,3,FALSE,2015
doi:10.7910/DVN/XGXEN6,6,10,TRUE,2022
doi:10.7910/DVN/XHBJLO,7,8,FALSE,2018
doi:10.7910/DVN/XHNAFO,9,10,FALSE,2021
doi:10.7910/DVN/XI7ENB,1,2,FALSE,2020
doi:10.7910/DVN/XKC4R4,9,8,FALSE,2017
doi:10.7910/DVN/XKMNAO,2,3,FALSE,2019
doi:10.7910/DVN/XMHS0J,4,4,FALSE,2023
doi:10.7910/DVN/XMKPSQ,11,8,FALSE,2021
doi:10.7910/DVN/XMUSDC,2,3,FALSE,2020
doi:10.7910/DVN/XN2TZL,7,8,FALSE,2018
doi:10.7910/DVN/XNHHDO,23,21,TRUE,2017
doi:10.7910/DVN/XOCNK1,30,36,FALSE,2021
doi:10.7910/DVN/XOERIO,2,4,FALSE,2017
doi:10.7910/DVN/XPTMGF,22,23,FALSE,2024
doi:10.7910/DVN/XQ9RJT,34,15,FALSE,2018
doi:10.7910/DVN/XRJ43D,12,11,FALSE,2017
doi:10.7910/DVN/XS1SDX,4,7,FALSE,2013
doi:10.7910/DVN/XSCFX5,10,11,FALSE,2015
doi:10.7910/DVN/XSMCY5,13,13,FALSE,2020
doi:10.7910/DVN/XTIHGR,7,8,FALSE,2018
doi:10.7910/DVN/XTQJEN,1,2,FALSE,2015
doi:10.7910/DVN/XTRWKG,3,3,FALSE,2020
doi:10.7910/DVN/XTWZZX,10,7,FALSE,2021
doi:10.7910/DVN/XU8ZWB,14,10,FALSE,2018
doi:10.7910/DVN/XWAREK,2,3,FALSE,2017
doi:10.7910/DVN/XWBDPQ,21,19,FALSE,2024
doi:10.7910/DVN/XYUWYJ,37,39,FALSE,2018
doi:10.7910/DVN/Y0LFRY,14,13,FALSE,2024
doi:10.7910/DVN/Y10EQV,4,4,FALSE,2021
doi:10.7910/DVN/Y1EUAY,19,18,FALSE,2018
doi:10.7910/DVN/Y3XHB6,22,12,FALSE,2019
doi:10.7910/DVN/Y6I5ZI,13,13,FALSE,2012
doi:10.7910/DVN/Y6RYUY,9,7,FALSE,2017
doi:10.7910/DVN/Y82RW8,27,24,FALSE,2019
doi:10.7910/DVN/YABNFF,1,2,FALSE,2021
doi:10.7910/DVN/YAGHTA,4,5,FALSE,2018
doi:10.7910/DVN/YCDJNT,14,15,FALSE,2023
doi:10.7910/DVN/YCQCWJ,2,3,FALSE,2018
doi:10.7910/DVN/YDBMNI,26,20,FALSE,2020
doi:10.7910/DVN/YDLYLE,16,17,FALSE,2022
doi:10.7910/DVN/YE8VC9,5,9,FALSE,2021
doi:10.7910/DVN/YEEWVX,7,10,FALSE,2021
doi:10.7910/DVN/YFPQJH,1,2,FALSE,2021
doi:10.7910/DVN/YGTFBW,3,3,FALSE,2022
doi:10.7910/DVN/YILXB4,18,19,FALSE,2021
doi:10.7910/DVN/YLUNSN,5,7,FALSE,2022
doi:10.7910/DVN/YMLR66,6,10,FALSE,2024
doi:10.7910/DVN/YMMSIC,44,50,FALSE,2016
doi:10.7910/DVN/YNOR7Q,2,3,FALSE,2016
doi:10.7910/DVN/YOBUVS,6,7,FALSE,2021
doi:10.7910/DVN/YQSBOA,2,4,FALSE,2020
doi:10.7910/DVN/YRJ6E3,3,5,FALSE,2021
doi:10.7910/DVN/YSS19O,2,4,FALSE,2020
doi:10.7910/DVN/YWZBUJ,14,13,FALSE,2018
doi:10.7910/DVN/YYTXOB,14,9,FALSE,2023
doi:10.7910/DVN/YZGMQJ,4,5,FALSE,2024
doi:10.7910/DVN/YZHHPX,5,4,FALSE,2021
doi:10.7910/DVN/YZQTAH,12,8,FALSE,2015
doi:10.7910/DVN/Z0IGLS,2,3,FALSE,2024
doi:10.7910/DVN/Z5BTCQ,32,23,FALSE,2020
doi:10.7910/DVN/ZB9RB1,20,7,FALSE,2024
doi:10.7910/DVN/ZCEQPS,2,3,FALSE,2021
doi:10.7910/DVN/ZEDEAD,16,8,FALSE,2021
doi:10.7910/DVN/ZEKFG7,5,6,FALSE,2020
doi:10.7910/DVN/ZFLG25,30,22,TRUE,2016
doi:10.7910/DVN/ZFOTRO,1,2,FALSE,2022
doi:10.7910/DVN/ZHOL6Y,4,4,FALSE,2021
doi:10.7910/DVN/ZK7QPH,11,7,FALSE,2019
doi:10.7910/DVN/ZLAJP6,36,37,FALSE,2021
doi:10.7910/DVN/ZLHYSZ,1,2,FALSE,2021
doi:10.7910/DVN/ZRZGTT,12,8,FALSE,2019
doi:10.7910/DVN/ZSB0BL,8,9,FALSE,2018
doi:10.7910/DVN/ZSEWM4,4,5,FALSE,2024
doi:10.7910/DVN/ZSJA25,30,11,TRUE,2018
doi:10.7910/DVN/ZSTE1X,8,9,FALSE,2017
doi:10.7910/DVN/ZTDHVE,24,28,FALSE,2021
doi:10.7910/DVN/ZUH3UG,2,3,FALSE,2019
doi:10.7910/DVN/ZUMTTN,3,4,FALSE,2017
doi:10.7910/DVN/ZWKCPA,1,2,FALSE,2020
doi:10.7910/DVN/ZYRC8S,4,5,FALSE,2018
